,번호,개방서비스명,개방서비스아이디,개방자치단체코드,관리번호,인허가일자,인허가취소일자,영업상태구분코드,영업상태명,상세영업상태코드,상세영업상태명,폐업일자,휴업시작일자,휴업종료일자,재개업일자,소재지전화,소재지면적,소재지우편번호,소재지전체주소,도로명전체주소,도로명우편번호,사업장명,최종수정시점,데이터갱신구분,데이터갱신일자,업태구분명,좌표정보(x),좌표정보(y),환경업무구분명,업종구분명,종별명,주생산품명,배출시설조업시간,배출시설연간가동일수,방지시설조업시간,방지시설연간가동일수,사업자등록번호,Unnamed: 37,lat,lon
3485,3486,수질오염원설치시설(기타),09_30_12_P,3530000,353000025200700020,2007-06-29,,1,영업/정상,11,영업,,,,,032-582-2131,,,인천광역시 남동구 간석동 616-89,인천광역시 남동구 방축로 400 (간석동),21500,주식회사 카반오토,2021-07-19 09:49:26,I,2021-12-16 00:22:43,,172196.099108329,441073.159979184,기타수질오염원관리,,,,,0,,0,8888800878.0,,126.686478251822,37.4714175261104
3486,3487,수질오염원설치시설(기타),09_30_12_P,3530000,353000025200300001,2003-01-10,,1,영업/정상,11,영업,,,,,,,405-310,인천광역시 남동구 고잔동 512-12,,,사단법인 경찰공제회,2003-01-10 09:59:54,I,2021-12-16 00:22:43,사진 처리업,,,기타수질오염원관리,사진 처리업,,,,0,,0,1398202020.0,,126.709038948551,37.3844011424339
3487,3488,수질오염원설치시설(기타),09_30_12_P,3530000,353000025200300002,2003-01-10,,1,영업/정상,11,영업,,,,,,,,인천광역시 남동구 고잔동 512-12,,,사단법인 경찰공제회,2020-02-28 13:51:12,I,2021-12-16 00:22:43,,174161.63337982,431408.786914697,기타수질오염원관리,,,,,0,,0,1398202020.0,,126.709038948551,37.3844011424339
4154,4155,수질오염원설치시설(기타),09_30_12_P,3530000,353000025200300007,2003-10-23,,1,영업/정상,11,영업,,,,,,,405-310,인천광역시 남동구 고잔동 132-2,,,오토라인,2003-10-23 16:47:53,I,2021-12-16 00:22:43,,,,기타수질오염원관리,,,수리된 자동차,,0,,0,1311750272.0,,126.717056235229,37.3979940095303
4155,4156,수질오염원설치시설(기타),09_30_12_P,3530000,353000025200300008,2003-10-27,,1,영업/정상,11,영업,,,,,,,405-310,인천광역시 남동구 고잔동 369,인천광역시 남동구 고잔로 66  (고잔동),,고잔공업사,2003-10-27 18:11:45,I,2021-12-16 00:22:43,,174842.321334591,432128.296911034,기타수질오염원관리,,,,,0,,0,,,126.716713932403,37.3908808135796
4156,4157,수질오염원설치시설(기타),09_30_12_P,3530000,353000025200300009,2003-11-05,,1,영업/정상,11,영업,,,,,032 5250777,,405-230,인천광역시 남동구 간석동 768-14,,,위생의원,2003-11-05 14:21:39,I,2021-12-16 00:22:43,병원,,,기타수질오염원관리,병원,,,,0,,0,3109602363.0,,126.710634100132,37.4778295371007
4157,4158,수질오염원설치시설(기타),09_30_12_P,3530000,353000025200300010,2003-11-06,,1,영업/정상,11,영업,,,,,,,405-240,인천광역시 남동구 만수동 885-15,,,신중앙사진관,2003-11-06 16:14:06,I,2021-12-16 00:22:43,사진 처리업,,,기타수질오염원관리,사진 처리업,,,,0,,0,1311292511.0,,126.730323981149,37.455339729552
4158,4159,수질오염원설치시설(기타),09_30_12_P,3530000,353000025200300013,2003-12-27,,1,영업/정상,11,영업,,,,,,,405-220,인천광역시 남동구 구월동 1204-1,,,장혜숙내과,2003-12-27 10:37:23,I,2021-12-16 00:22:43,병원,,,기타수질오염원관리,병원,,,,0,,0,1399600562.0,,126.710086454907,37.4511030202732
4159,4160,수질오염원설치시설(기타),09_30_12_P,3530000,353000025200300014,2003-12-27,,1,영업/정상,11,영업,,,,,,,405-220,인천광역시 남동구 구월동 1173-22,,,서울예항외과,2003-12-27 10:40:47,I,2021-12-16 00:22:43,병원,,,기타수질오염원관리,병원,,,,0,,0,1319103065.0,,126.703632232268,37.44403110456
4160,4161,수질오염원설치시설(기타),09_30_12_P,3530000,353000025200300015,2004-01-08,,1,영업/정상,11,영업,,,,,,,405-240,인천광역시 남동구 만수동 888-3,,,우리가정의원,2004-01-08 13:21:51,I,2021-12-16 00:22:43,일반 의원,,,기타수질오염원관리,일반 의원,,,,0,,0,3029008684.0,,126.728040082823,37.4555130761074
4161,4162,수질오염원설치시설(기타),09_30_12_P,3530000,353000025200300016,2004-01-16,,1,영업/정상,11,영업,,,,,,,405-220,인천광역시 남동구 구월동 1265-5,,,구월연세소아과,2004-01-16 11:19:53,I,2021-12-16 00:22:43,,,,기타수질오염원관리,,,,,0,,0,1399021226.0,,126.719408683204,37.453426341034
4162,4163,수질오염원설치시설(기타),09_30_12_P,3530000,353000025200300017,2004-01-19,,1,영업/정상,11,영업,,,,,,,405-220,인천광역시 남동구 구월동 1301-7,,,미가스튜디오,2004-01-19 13:26:56,I,2021-12-16 00:22:43,,,,기타수질오염원관리,,,,,0,,0,,,126.724401552996,37.4511094276019
4163,4164,수질오염원설치시설(기타),09_30_12_P,3530000,353000025200300018,2004-07-20,,1,영업/정상,11,영업,,,,,,,405-220,인천광역시 남동구 구월동 1265-5,,,구월연세소아과,2004-07-20 13:49:24,I,2021-12-16 00:22:43,,,,기타수질오염원관리,,,,,0,,0,,,126.719408683204,37.453426341034
4164,4165,수질오염원설치시설(기타),09_30_12_P,3530000,353000025200400001,2004-02-06,,1,영업/정상,11,영업,,,,,,,405-300,인천광역시 남동구 논현동 논현동 택지개발지구내 14블럭,,,남양건설(주),2004-02-06 16:36:04,I,2021-12-16 00:22:43,,,,기타수질오염원관리,,,,,0,,0,,,,
4165,4166,수질오염원설치시설(기타),09_30_12_P,3530000,353000025200400003,2004-02-17,,1,영업/정상,11,영업,,,,,,,405-230,인천광역시 남동구 간석동 138-1,,,연광종합건설(주),2004-02-18 10:51:44,I,2021-12-16 00:22:43,,,,기타수질오염원관리,,,,,0,,0,,,126.714270991927,37.4614655440453
4166,4167,수질오염원설치시설(기타),09_30_12_P,3530000,353000025200400004,2004-02-26,,1,영업/정상,11,영업,,,,,,,405-310,인천광역시 남동구 고잔동 264-12,,,아이스카니아(주),2004-02-26 16:23:30,I,2021-12-16 00:22:43,자동차 수리업,,,기타수질오염원관리,자동차 수리업,,,,0,,0,,,,
4167,4168,수질오염원설치시설(기타),09_30_12_P,3530000,353000025200400005,2004-03-06,,1,영업/정상,11,영업,,,,,,,,인천광역시 남동구 구월동 279-3,,,우리의원,2009-11-05 11:54:15,I,2021-12-16 00:22:43,,,,기타수질오염원관리,,,,,0,,0,1319107585.0,,126.710851416473,37.4491464573554
4168,4169,수질오염원설치시설(기타),09_30_12_P,3530000,353000025200300065,2003-12-05,,1,영업/정상,11,영업,,,,,032465 0500,,,인천광역시 남동구 만수동 983-4,,,박재홍내과의원,2015-09-03 16:31:48,I,2021-12-16 00:22:43,,176317.694316541,438530.197619448,기타수질오염원관리,,,,,0,,0,1399601576.0,,126.733152493171,37.4486205542375
4169,4170,수질오염원설치시설(기타),09_30_12_P,3530000,353000025200300050,2003-12-05,,1,영업/정상,11,영업,,,,,4632407,,,인천광역시 남동구 만수동 1042 광명상가 101-1호,인천광역시 남동구 담방로 29 (만수동),405-240,뉴서울17분스튜디오,2012-10-17 09:32:54,I,2021-12-16 00:22:43,,176690.0,437822.791967025,기타수질오염원관리,,,,,0,,0,1390427038.0,,126.737382285635,37.4422563600482
4170,4171,수질오염원설치시설(기타),09_30_12_P,3530000,353000025200700028,2007-12-24,,1,영업/정상,11,영업,,,,,,,,"인천광역시 남동구 만수동 908-18 신태양빌딩 4,5층","인천광역시 남동구 구월로 305  (만수동,신태양빌딩 4,5층)",,고려요양병원,2009-09-07 12:18:42,I,2021-12-16 00:22:43,,175573.132130888,439336.81826369,기타수질오염원관리,,,,,0,,0,,,126.724711403399,37.4558688366981
4171,4172,수질오염원설치시설(기타),09_30_12_P,3530000,353000025200700029,2007-12-24,,1,영업/정상,11,영업,,,,,,,,"인천광역시 남동구 만수동 908-18 신태양빌딩 4,5층","인천광역시 남동구 구월로 305  (만수동,신태양빌딩 4,5층)",,고려요양병원,2009-12-22 16:55:46,I,2021-12-16 00:22:43,,175573.132130888,439336.81826369,기타수질오염원관리,,,,,0,,0,,,126.724711403399,37.4558688366981
5853,5854,수질오염원설치시설(기타),09_30_12_P,3530000,353000025200700025,2007-09-17,,1,영업/정상,11,영업,,,,,,,,인천광역시 남동구 구월동 1200-2 퍼스트플라자 3층,"인천광역시 남동구 구월남로 190  (구월동,퍼스트플라자 3층)",,이한진가정의원,2007-09-17 17:57:45,I,2021-12-16 00:22:43,,174332.783666177,438983.629044684,기타수질오염원관리,,,,,0,,0,,,126.710705122996,37.4526529227484
5854,5855,수질오염원설치시설(기타),09_30_12_P,3530000,353000025200700026,2007-11-01,,1,영업/정상,11,영업,,,,,0324217588,,,인천광역시 남동구 간석동 193-1 1층,"인천광역시 남동구 석산로169번길 17 (간석동,1층)",,간석굿모닝의원,2023-04-19 17:59:47,U,2023-04-21 02:40:00,,174329.518333394,439951.126238927,기타수질오염원관리,,,,,0,,0,1319148325.0,,126.710634691838,37.4613707397501
5855,5856,수질오염원설치시설(기타),09_30_12_P,3530000,353000025200700023,2007-08-14,,1,영업/정상,11,영업,,,,,,,,인천광역시 남동구 구월동 1135,인천광역시 남동구 정각로 2 (구월동),,21세기병원,2014-10-16 13:35:35,I,2021-12-16 00:22:43,,173579.941731897,439238.699289986,기타수질오염원관리,,,,,0,,0,1319138282.0,,126.702187654842,37.4549298824863
5856,5857,수질오염원설치시설(기타),09_30_12_P,3530000,353000025200900018,2009-07-23,,1,영업/정상,11,영업,,,,,0324210016,,,인천광역시 남동구 논현동 24블럭 4롯트 소래타워 7층,,,소래우리정형외과의원,2009-07-23 15:45:55,I,2021-12-16 00:22:43,,,,기타수질오염원관리,,,,,0,,0,2109613105.0,,,
5857,5858,수질오염원설치시설(기타),09_30_12_P,3530000,353000025200900019,2009-07-23,,1,영업/정상,11,영업,,,,,0324421010,,,인천광역시 남동구 논현동 636-3 명진프라자 5층,"인천광역시 남동구 호구포로 220  (논현동,명진프라자 5층)",,서울성모정형외과의원,2009-07-23 15:49:04,I,2021-12-16 00:22:43,,174283.497054239,433404.094788074,기타수질오염원관리,,,,,0,,0,1319170846.0,,126.710343162014,37.4023808517775
5858,5859,수질오염원설치시설(기타),09_30_12_P,3530000,353000025200900022,2009-10-01,,1,영업/정상,11,영업,,,,,0324630025,,,인천광역시 남동구 구월동 1265-6,인천광역시 남동구 호구포로 794-1  (구월동),,연세똘똘이소아청소년과의원,2009-10-01 15:20:02,I,2021-12-16 00:22:43,,175095.831114533,439044.483519341,기타수질오염원관리,,,,,0,,0,1319172072.0,,126.719326716193,37.4532221576399
5859,5860,수질오염원설치시설(기타),09_30_12_P,3530000,353000025200900023,2009-10-12,,1,영업/정상,11,영업,,,,,0324690075,,,인천광역시 남동구 구월동 1241-16,인천광역시 남동구 구월로 223  (구월동),,다니엘내과의원,2009-10-12 18:18:22,I,2021-12-16 00:22:43,,174770.553372059,439411.376962797,기타수질오염원관리,,,,,0,,0,1319173329.0,,126.715637959319,37.4565189655164
5860,5861,수질오염원설치시설(기타),09_30_12_P,3530000,353000025200300028,2003-12-05,,1,영업/정상,11,영업,,,,,0324232313,,,인천광역시 남동구 간석동 915-3,인천광역시 남동구 호구포로 885 (간석동),,최내과의원,2023-04-03 17:41:55,U,2023-04-05 02:40:00,,175148.341359357,439974.319655739,기타수질오염원관리,,,,,0,,0,1399019467.0,,126.719888814116,37.461601350705
5861,5862,수질오염원설치시설(기타),09_30_12_P,3530000,353000025200300072,2003-12-05,,1,영업/정상,11,영업,,,,,0324236661,,,인천광역시 남동구 간석동 170-23,,,새인천병원,2009-10-20 19:21:17,I,2021-12-16 00:22:43,,174406.183358627,440347.566983062,기타수질오염원관리,,,,,0,,0,1399600112.0,,126.711487232099,37.4649439724442
5862,5863,수질오염원설치시설(기타),09_30_12_P,3530000,353000025200900024,2009-11-23,,1,영업/정상,11,영업,,,,,0324377585,,,인천광역시 남동구 논현동 109-35 송원빌딩 2~4층,"인천광역시 남동구 포구로 75  (논현동,송원빌딩 2~4층)",,소래중앙메디칼의원,2010-05-18 09:41:26,I,2021-12-16 00:22:43,,176533.879220791,433700.06286111,기타수질오염원관리,,,,,0,,0,1299098387.0,,126.73574935818,37.4051065644028
5863,5864,수질오염원설치시설(기타),09_30_12_P,3530000,353000025200900009,2009-04-13,,1,영업/정상,11,영업,,,,,0324346002,,,인천광역시 남동구 구월동 1149-5,인천광역시 남동구 남동대로 737  (구월동),,소망동물병원,2009-04-13 10:39:43,I,2021-12-16 00:22:43,,174012.687548593,438486.444074092,기타수질오염원관리,,,,,0,,0,1312917825.0,,126.707105147181,37.4481643210985
5864,5865,수질오염원설치시설(기타),09_30_12_P,3530000,353000025200900015,2009-06-23,,1,영업/정상,11,영업,,,,,0328634112,,,인천광역시 남동구 간석동 616-61,인천광역시 남동구 염전로425번길 17  (간석동),,한라자동차공업사,2009-06-23 16:41:45,I,2021-12-16 00:22:43,,172269.929954754,440899.629208643,기타수질오염원관리,,,,,0,,0,,,126.68731960233,37.4698558774597
5865,5866,수질오염원설치시설(기타),09_30_12_P,3530000,353000025200900003,2009-02-26,,1,영업/정상,11,영업,,,,,,,,"인천광역시 남동구 구월동 1205 5,6층","인천광역시 남동구 인주대로 655  (구월동,5,6층)",,한미오토모티브(주),2009-02-26 11:05:17,I,2021-12-16 00:22:43,,174251.602375886,438676.512225982,기타수질오염원관리,,,,,0,,0,1318536513.0,,,
5866,5867,수질오염원설치시설(기타),09_30_12_P,3530000,353000025200900005,2009-03-10,,1,영업/정상,11,영업,,,,,4663577,,,인천광역시 남동구 구월동 23 힐캐슬프라자 2층,,,디지탈포토,2009-03-10 19:53:08,I,2021-12-16 00:22:43,,174431.49712362,439194.306759719,기타수질오염원관리,,,,,0,,0,1390392852.0,,126.711813429451,37.4545538788426
5922,5923,수질오염원설치시설(기타),09_30_12_P,3530000,353000025200500012,2005-05-17,,1,영업/정상,11,영업,,,,,0324658487,,,인천광역시 남동구 만수동 916-1,인천광역시 남동구 구월로 312  (만수동),,그린의원,2009-09-28 11:58:29,I,2021-12-16 00:22:43,,175630.7335792,439271.886219235,기타수질오염원관리,,,,,0,,0,1319137100.0,,126.72536477145,37.455286141835
5923,5924,수질오염원설치시설(기타),09_30_12_P,3530000,353000025200500014,2005-05-18,,1,영업/정상,11,영업,,,,,,,,인천광역시 남동구 간석동 432-5,,,김세중신경외과,2016-02-01 18:04:28,I,2021-12-16 00:22:43,,173734.509178032,440281.108742465,기타수질오염원관리,,,,,0,,0,,,126.703897351415,37.464326297719
5924,5925,수질오염원설치시설(기타),09_30_12_P,3530000,353000025200500015,2005-05-18,,1,영업/정상,11,영업,,,,,,,405-230,인천광역시 남동구 간석동 113-8,,,아상권정형외과,2005-05-18 10:25:16,I,2021-12-16 00:22:43,,,,기타수질오염원관리,,,,,0,,0,,,126.709782094198,37.4665772895731
5925,5926,수질오염원설치시설(기타),09_30_12_P,3530000,353000025200500018,2005-06-16,,1,영업/정상,11,영업,,,,,,,405-240,인천광역시 남동구 만수동 1089-7,,,남동고려정형외과의원,2005-06-16 17:11:16,I,2021-12-16 00:22:43,,,,기타수질오염원관리,,,,,0,,0,,,126.737745812929,37.4454944140127
5926,5927,수질오염원설치시설(기타),09_30_12_P,3530000,353000025200600001,2006-06-23,,1,영업/정상,11,영업,,,,,,,405-310,인천광역시 남동구 고잔동 1089-7,,,만수우리들의원,2006-06-23 14:58:29,I,2021-12-16 00:22:43,,,,기타수질오염원관리,,,,,0,,0,,,,
5927,5928,수질오염원설치시설(기타),09_30_12_P,3530000,353000025200600002,2006-06-23,,1,영업/정상,11,영업,,,,,,,,인천광역시 남동구 만수동 1089-7,,,만수우리들의원,2009-12-14 19:55:36,I,2021-12-16 00:22:43,,176789.957425406,438232.97500161,기타수질오염원관리,,,,,0,,0,,,126.737745812929,37.4454944140127
5928,5929,수질오염원설치시설(기타),09_30_12_P,3530000,353000025200600004,2006-06-28,,1,영업/정상,11,영업,,,,,,,405-865,인천광역시 남동구 만수동 956-6,,,미추홀의료재단,2006-06-28 18:23:29,I,2021-12-16 00:22:43,,,,기타수질오염원관리,,,,,0,,0,,,126.73369628166,37.4543020243159
5929,5930,수질오염원설치시설(기타),09_30_12_P,3530000,353000025200600005,2006-06-28,,1,영업/정상,11,영업,,,,,,,405-865,인천광역시 남동구 만수동 956-6,,,인하메디스의원,2006-06-28 18:27:59,I,2021-12-16 00:22:43,,,,기타수질오염원관리,,,,,0,,0,,,126.73369628166,37.4543020243159
5930,5931,수질오염원설치시설(기타),09_30_12_P,3530000,353000025200600009,2006-08-16,,1,영업/정상,11,영업,,,,,0324698240,,,인천광역시 남동구 고잔동 669-11 네오세미테크,"인천광역시 남동구 남동대로156번길 47, 네오세미테크 (고잔동)",21690,코스텍기술(주),2023-05-04 16:30:29,U,2023-05-07 02:40:00,,173071.964191632,432996.915267732,기타수질오염원관리,,,,,0,,0,1148176375.0,,126.696763876568,37.3995220247944
5931,5932,수질오염원설치시설(기타),09_30_12_P,3530000,353000025200600013,2006-10-17,,1,영업/정상,11,영업,,,,,,,405-220,"인천광역시 남동구 구월동 1174-6   ,7",,,경동석유산업(주),2006-10-17 18:03:33,I,2021-12-16 00:22:43,,,,기타수질오염원관리,,,,,0,,0,,,,
5932,5933,수질오염원설치시설(기타),09_30_12_P,3530000,353000025200600016,2006-11-03,,1,영업/정상,11,영업,,,,,0324667582,,,인천광역시 남동구 만수동 1079,인천광역시 남동구 장승로 18  (만수동),,참조은의원,2011-10-31 16:24:11,I,2021-12-16 00:22:43,,176446.313014258,438237.972245435,기타수질오염원관리,,,,,0,,0,2099071802.0,,126.734615341463,37.4459909118251
5933,5934,수질오염원설치시설(기타),09_30_12_P,3530000,353000025200600017,2006-11-08,,1,영업/정상,11,영업,,,,,,,405-240,인천광역시 남동구 만수동 922-1,,,주형스튜디오,2006-11-08 17:12:32,I,2021-12-16 00:22:43,,,,기타수질오염원관리,,,,,0,,0,,,126.727720515141,37.4534390252259
5934,5935,수질오염원설치시설(기타),09_30_12_P,3530000,353000025200600018,2006-11-16,,1,영업/정상,11,영업,,,,,,,405-240,인천광역시 남동구 만수동 908-18  신태양빌딩4층,,,고려메디스의원,2006-11-16 15:55:53,I,2021-12-16 00:22:43,,,,기타수질오염원관리,,,,,0,,0,,,126.724711403399,37.4558688366981
5935,5936,수질오염원설치시설(기타),09_30_12_P,3530000,353000025200600021,2006-11-27,,1,영업/정상,11,영업,,,,,,,,인천광역시 남동구 구월동 1195-12,인천광역시 남동구 인주대로 651  (구월동),,한성자동차(주)인천지점,2011-12-13 11:41:15,I,2021-12-16 00:22:43,,174205.828828742,438679.790659077,기타수질오염원관리,,,,,0,,0,,,126.709280969327,37.4499117976955
6384,6385,수질오염원설치시설(기타),09_30_12_P,3530000,353000025200600022,2006-12-01,,1,영업/정상,11,영업,,,,,,,405-220,인천광역시 남동구 구월동 7-13  2층,,,용천의원,2006-12-01 11:44:45,I,2021-12-16 00:22:43,,,,기타수질오염원관리,,,,,0,,0,,,126.716068161578,37.4605757141893
6385,6386,수질오염원설치시설(기타),09_30_12_P,3530000,353000025200600023,2006-12-06,,1,영업/정상,11,영업,,,,,,,405-220,인천광역시 남동구 구월동 279-3   304호,,,우리의원,2006-12-06 11:03:49,I,2021-12-16 00:22:43,,,,기타수질오염원관리,,,,,0,,0,,,126.710851416473,37.4491464573554
6386,6387,수질오염원설치시설(기타),09_30_12_P,3530000,353000025200600026,2006-12-08,,1,영업/정상,11,영업,,,,,,,,"인천광역시 남동구 고잔동 160-1 ,161-3","인천광역시 남동구 고잔로 1  (고잔동,,161-3)",,인천현대공업사,2007-12-03 10:19:01,I,2021-12-16 00:22:43,,174748.816207273,432690.501208268,기타수질오염원관리,,,,,0,,0,,,,
6387,6388,수질오염원설치시설(기타),09_30_12_P,3530000,353000025202100064,2021-07-05,,1,영업/정상,11,영업,,,,,032-469-6589,,,인천광역시 남동구 만수동 1120-2,"인천광역시 남동구 만수서로 74, 1층 (만수동)",21524,눈&눈안경,2021-07-05 08:41:34,I,2021-12-16 00:22:43,,176414.027762371,439968.269579647,기타수질오염원관리,,,,,0,,0,1313699301.0,,126.734195051656,37.4615799742756
6388,6389,수질오염원설치시설(기타),09_30_12_P,3530000,353000025202100066,2021-07-05,,1,영업/정상,11,영업,,,,,,,,인천광역시 남동구 구월동 343-3,인천광역시 남동구 구월로 277 (구월동),21542,안경만들기 구월점,2021-07-05 08:41:41,I,2021-12-16 00:22:43,,175278.994293254,439368.004993806,기타수질오염원관리,,,,,0,,0,1312952313.0,,126.72137738213,37.4561023139037
6389,6390,수질오염원설치시설(기타),09_30_12_P,3530000,353000025202100079,2021-07-10,,1,영업/정상,11,영업,,,,,032-467-0025,,,인천광역시 남동구 만수동 910-4,인천광역시 남동구 구월로 308 (만수동),21535,글라스월드안경(인천만수점),2021-07-10 14:55:30,I,2021-12-16 00:22:43,,175582.780381232,439276.400420895,기타수질오염원관리,,,,,0,,0,2993000233.0,,126.724822464016,37.4553247049987
